Trail_Name,Rank,Difficulty,Distance_Miles,Elevation_Feet,Route_Type,Description,Cluster_number,State,Latitude,Longitude,Cluster_number_whole
Beech Mountain West Ridge Trail,280,Moderate,1.8,761,Out & Back,"Beech Mountain West Ridge Trail is a 1.8 mile moderately trafficked out and back trail located near Mt Desert, Maine that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",2,Maine,44.30021,-68.3498,2
Razorback Trail,293,Moderate,2.3,879,Out & Back,"Razorback Trail is a 2.3 mile moderately trafficked out and back trail located near Southwest Harbor, Maine that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, trail running, and nature trips and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",2,Maine,44.29661,-68.35722,2
Stone Mountain,295,Moderate,4.3,1555,Out & Back,"Stone Mountain is a 4.3 mile moderately trafficked out and back trail located near Brownfield, Maine that features a great forest setting and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",2,Maine,43.91858,-70.88317,2
Aziscohos North Trail,297,Moderate,3.2,1433,Out & Back,"Aziscohos North Trail is a 3.2 mile lightly trafficked out and back trail located near Andover, Maine that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and bird watching and is accessible year-round. Dogs are also able to use this trail.",2,Maine,44.933,-70.98567,2
Number Four Mountain Trail,298,Moderate,4,1486,Out & Back,"Number Four Mountain Trail is a 4 mile moderately trafficked out and back trail located near Greenville, Maine that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",2,Maine,45.63337,-69.41918,2
Third Hill via Porcupine Trail ,300,Moderate,6.6,1135,Out & Back,"Third Hill via Porcupine Trail  is a 6.6 mile moderately trafficked out and back trail located near York, Maine that features a great forest setting and is rated as moderate. The trail offers a number of activity options and is best used from June until October. Dogs are also able to use this trail but must be kept on leash.",2,Maine,43.21678,-70.69196,2
Woods Trail,302,Moderate,2.8,127,Out & Back,"Woods Trail is a 2.8 mile moderately trafficked out and back trail located near Springvale, Maine that features a waterfall and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",2,Maine,43.47142,-70.80706,2
Triad and Pemetic East Cliff Trails,315,Moderate,3.4,1220,Out & Back,"Triad and Pemetic East Cliff Trails is a 3.4 mile moderately trafficked out and back trail located near Seal Harbor, Maine that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, nature trips, and bird watching and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",2,Maine,44.31586,-68.2343,2
Appalachian Trail: Pleasant Pond Mountain,319,Moderate,13.8,2765,Out & Back,"Appalachian Trail: Pleasant Pond Mountain is a 13.8 mile lightly trafficked out and back trail located near Caratunk, Maine that features a lake. The trail is rated as moderate and primarily used for hiking and trail running. Dogs are also able to use this trail but must be kept on leash.",2,Maine,45.23811,-69.99625,2
Ossipee Hill Trail,321,Moderate,1.9,344,Out & Back,"Ossipee Hill Trail is a 1.9 mile lightly trafficked out and back trail located near East Waterboro, Maine that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",2,Maine,43.59655,-70.74088,2
Black Cat Mountain Trail,322,Moderate,3,580,Out & Back,"Black Cat Mountain Trail is a 3 mile lightly trafficked out and back trail located near Poland, Maine that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",2,Maine,43.99921,-70.41204,2
Sebago Lake State Park Trail,323,Moderate,1.2,72,Out & Back,"Sebago Lake State Park Trail is a 1.2 mile moderately trafficked out and back trail located near Naples, Maine that features a lake and is rated as moderate. The trail offers a number of activity options and is best used from May until September. Dogs are also able to use this trail but must be kept on leash.",2,Maine,43.9165,-70.59042,2
Ledge Trail to Saint Sauveur Trail,332,Moderate,1.4,465,Out & Back,"Ledge Trail to Saint Sauveur Trail is a 1.4 mile moderately trafficked out and back trail located near Mt Desert, Maine that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",2,Maine,44.31185,-68.33225,2
"Bowl, Beehive, Chaplain South Ridge and The Precipice Trail",334,Moderate,5.5,2135,Out & Back,"Bowl, Beehive, Chaplain South Ridge and The Precipice Trail is a 5.5 mile moderately trafficked out and back trail located near Bar Harbor, Maine that features a lake and is rated as moderate. The trail is primarily used for hiking, trail running, and nature trips.",2,Maine,44.33154,-68.18515,2
The Anvil Trail,336,Moderate,2,515,Out & Back,"The Anvil Trail is a 2 mile moderately trafficked out and back trail located near Winter Harbor, Maine that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking and bird watching. Dogs are also able to use this trail but must be kept on leash.",2,Maine,44.35004,-68.05398,2
Tunk Mountain Ridge Trail,339,Moderate,3.6,889,Out & Back,"Tunk Mountain Ridge Trail is a 3.6 mile lightly trafficked out and back trail located near Cherryfield, Maine that features a lake and is rated as moderate. The trail is primarily used for hiking, walking, and nature trips and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",2,Maine,44.62518,-68.08894,2
Caribou and Gammon Mountain via Mud Brook Trail,353,Moderate,7.2,2276,Out & Back,"Caribou and Gammon Mountain via Mud Brook Trail is a 7.2 mile lightly trafficked out and back trail located near Bethel, Maine that features a great forest setting and is rated as moderate. The trail is primarily used for hiking and trail running and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",2,Maine,44.33557,-70.9758,2
Zekes Lookout Trail,355,Moderate,6.4,974,Out & Back,"Zekes Lookout Trail is a 6.4 mile out and back trail located near Lincolnville, Maine that features a great forest setting and is rated as moderate. The trail is primarily used for hiking and bird watching and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",2,Maine,44.27955,-69.04503,2
Cadillac Man via Ladder Trail,361,Moderate,2.7,1722,Out & Back,"Cadillac Man via Ladder Trail is a 2.7 mile lightly trafficked out and back trail located near Bar Harbor, Maine that features a great forest setting. The trail is rated as moderate and is primarily used for hiking.",2,Maine,44.35187,-68.20426,2
Mount Chase,364,Moderate,3.4,1433,Out & Back,"Mount Chase is a 3.4 mile lightly trafficked out and back trail located near Patten, Maine that features a waterfall. The trail is rated as moderate and primarily used for hiking, walking, trail running, and snowshoeing. Dogs are also able to use this trail.",2,Maine,46.09422,-68.46859,2
Sally Mountain Trail,366,Moderate,6.8,1118,Out & Back,"Sally Mountain Trail is a 6.8 mile moderately trafficked out and back trail located near Jackman, Maine that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",2,Maine,45.59731,-70.25254,2
Haystack Mountain Trail,371,Moderate,0.5,180,Out & Back,"Haystack Mountain Trail is a 0.5 mile lightly trafficked out and back trail located near Mapleton, Maine that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from May until November. Dogs are also able to use this trail but must be kept on leash.",2,Maine,46.66457,-68.22933,2
Champlain Ridge via The Beehive Trail ,375,Moderate,5.7,1889,Out & Back,"Champlain Ridge via The Beehive Trail  is a 5.7 mile lightly trafficked out and back trail located near Bar Harbor, Maine that features a lake and is rated as moderate. The trail is primarily used for hiking and nature trips and is best used from May until October.",2,Maine,44.33156,-68.18517,2
Kebo Mountain and Dorr North Ridge Trails,377,Moderate,3.4,1489,Out & Back,"Kebo Mountain and Dorr North Ridge Trails is a 3.4 mile moderately trafficked out and back trail located near Bar Harbor, Maine that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",2,Maine,44.37697,-68.21896,2
Wells Jetty Trail,378,Moderate,0.8,0,Out & Back,"Wells Jetty Trail is a 0.8 mile moderately trafficked out and back trail located near Wells, Maine that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from April until October.",2,Maine,43.31964,-70.56012,2
Mount Cutler Trail (Short Option),380,Moderate,2.4,820,Out & Back,"Mount Cutler Trail (Short Option) is a 2.4 mile moderately trafficked out and back trail located near Hiram, Maine that features a great forest setting and is rated as moderate. The trail is primarily used for hiking, nature trips, and birding and is best used from April until September. Dogs are also able to use this trail but must be kept on leash.",2,Maine,43.87722,-70.80524,2
Little Moose Pond Trail,381,Moderate,5.3,1404,Out & Back,"Little Moose Pond Trail is a 5.3 mile moderately trafficked out and back trail located near Greenville Junction, Maine that offers scenic views and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from May until September.",2,Maine,45.47551,-69.63088,2
